,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,El Color de Tus Ojos,2019-06-30 01:01,Agapornis,El Color de Tus Ojos,15513,2019-06-30 01:01:00,0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,audio_features,1l77YWrGUp3qX3NS1rz7lq,spotify:track:1l77YWrGUp3qX3NS1rz7lq,https://api.spotify.com/v1/tracks/1l77YWrGUp3qX3NS1rz7lq,https://api.spotify.com/v1/audio-analysis/1l77YWrGUp3qX3NS1rz7lq,202560,4
1,hearts that melt,2019-07-01 02:08,Kasper Lindmark,hearts that melt,126324,2019-07-01 02:08:00,0.728,0.0793,9,-24.352,1,0.0747,0.847,0.891,0.177,0.219,76.027,audio_features,7LPLcfyDuZgOoaYu50lFRy,spotify:track:7LPLcfyDuZgOoaYu50lFRy,https://api.spotify.com/v1/tracks/7LPLcfyDuZgOoaYu50lFRy,https://api.spotify.com/v1/audio-analysis/7LPLcfyDuZgOoaYu50lFRy,126324,4
2,slopes,2019-07-01 02:10,jhfly,slopes,97482,2019-07-01 02:10:00,0.783,0.0898,11,-15.483,0,0.0891,0.877,0.907,0.093,0.0957,74.987,audio_features,3dhsXcYsa5dStmDD9W0CFl,spotify:track:3dhsXcYsa5dStmDD9W0CFl,https://api.spotify.com/v1/tracks/3dhsXcYsa5dStmDD9W0CFl,https://api.spotify.com/v1/audio-analysis/3dhsXcYsa5dStmDD9W0CFl,179201,3
3,Memories,2019-07-01 02:11,.Fuelh,Memories,84023,2019-07-01 02:11:00,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,audio_features,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4
4,Old Roots New Trees,2019-07-01 02:13,Made in M,Old Roots New Trees,92250,2019-07-01 02:13:00,0.857,0.146,4,-10.946,1,0.33,0.838,0.954,0.109,0.776,82.9,audio_features,703Y8dw2MMfEodrw5D6hDd,spotify:track:703Y8dw2MMfEodrw5D6hDd,https://api.spotify.com/v1/tracks/703Y8dw2MMfEodrw5D6hDd,https://api.spotify.com/v1/audio-analysis/703Y8dw2MMfEodrw5D6hDd,92250,4
5,Rotom,2019-07-01 02:15,Masked Man,Rotom,132022,2019-07-01 02:15:00,0.812,0.0175,11,-14.177,1,0.224,0.904,0.893,0.122,0.578,80.012,audio_features,0pIvv7PZvKixLzC8EMxcq8,spotify:track:0pIvv7PZvKixLzC8EMxcq8,https://api.spotify.com/v1/tracks/0pIvv7PZvKixLzC8EMxcq8,https://api.spotify.com/v1/audio-analysis/0pIvv7PZvKixLzC8EMxcq8,132023,4
6,Dropped My Cassette Tape in the Bath Tub,2019-07-01 02:19,A L E X,Dropped My Cassette Tape in the Bath Tub,228072,2019-07-01 02:19:00,0.765,0.228,0,-20.152,1,0.0643,0.848,0.931,0.237,0.0892,119.992,audio_features,1RWfVUAZBC62EWlCrzQQGC,spotify:track:1RWfVUAZBC62EWlCrzQQGC,https://api.spotify.com/v1/tracks/1RWfVUAZBC62EWlCrzQQGC,https://api.spotify.com/v1/audio-analysis/1RWfVUAZBC62EWlCrzQQGC,228073,4
7,happy place,2019-07-01 02:21,Nohidea,happy place,115200,2019-07-01 02:21:00,0.81,0.438,0,-9.958,1,0.582,0.82,0.00123,0.0783,0.647,76.922,audio_features,4ea0Jv1pGjkukZTLSnDrQc,spotify:track:4ea0Jv1pGjkukZTLSnDrQc,https://api.spotify.com/v1/tracks/4ea0Jv1pGjkukZTLSnDrQc,https://api.spotify.com/v1/audio-analysis/4ea0Jv1pGjkukZTLSnDrQc,139400,4
8,try,2019-07-01 02:22,Brenky,try,97142,2019-07-01 02:22:00,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,103.998,audio_features,1jF7IL57ayN4Ity3jQqGu0,spotify:track:1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0,247907,4
9,We're in Night Skies,2019-07-01 02:24,Ambulo,We're in Night Skies,120937,2019-07-01 02:24:00,0.506,0.141,2,-11.431,0,0.0861,0.844,0.874,0.106,0.308,80.028,audio_features,4pdMTC8KeCyIJ5fMEKwnym,spotify:track:4pdMTC8KeCyIJ5fMEKwnym,https://api.spotify.com/v1/tracks/4pdMTC8KeCyIJ5fMEKwnym,https://api.spotify.com/v1/audio-analysis/4pdMTC8KeCyIJ5fMEKwnym,120937,4
10,Swix,2019-07-01 02:26,HM Surf,Swix,115324,2019-07-01 02:26:00,0.848,0.338,3,-15.497,0,0.291,0.454,0.45,0.263,0.648,77.029,audio_features,0kexgpet3MHooOS4pCB4oa,spotify:track:0kexgpet3MHooOS4pCB4oa,https://api.spotify.com/v1/tracks/0kexgpet3MHooOS4pCB4oa,https://api.spotify.com/v1/audio-analysis/0kexgpet3MHooOS4pCB4oa,115325,4
11,Sayin',2019-07-01 02:27,Avixn,Sayin',69591,2019-07-01 02:27:00,0.42,0.956,1,-2.195,0,0.0723,0.0271,1.32e-05,0.134,0.529,168.99,audio_features,0ZFUn5dFxuN3Um8y6ubX93,spotify:track:0ZFUn5dFxuN3Um8y6ubX93,https://api.spotify.com/v1/tracks/0ZFUn5dFxuN3Um8y6ubX93,https://api.spotify.com/v1/audio-analysis/0ZFUn5dFxuN3Um8y6ubX93,187680,4
12,Gymnopaedia,2019-07-01 02:30,moow,Gymnopaedia,154761,2019-07-01 02:30:00,0.678,0.29,3,-12.177,1,0.0551,0.927,0.906,0.101,0.315,75.991,audio_features,7EJZw0xSECRIxnBiLGNtgy,spotify:track:7EJZw0xSECRIxnBiLGNtgy,https://api.spotify.com/v1/tracks/7EJZw0xSECRIxnBiLGNtgy,https://api.spotify.com/v1/audio-analysis/7EJZw0xSECRIxnBiLGNtgy,154762,4
13,My Friends.,2019-07-01 02:32,Barnes Blvd.,My Friends.,122128,2019-07-01 02:32:00,0.404,0.98,2,-4.038,1,0.107,0.000193,0.0,0.0742,0.433,177.793,audio_features,4pImG3RdbaGfanzQOTFgyr,spotify:track:4pImG3RdbaGfanzQOTFgyr,https://api.spotify.com/v1/tracks/4pImG3RdbaGfanzQOTFgyr,https://api.spotify.com/v1/audio-analysis/4pImG3RdbaGfanzQOTFgyr,220200,4
14,waking up in the park,2019-07-01 02:33,j'san,waking up in the park,68571,2019-07-01 02:33:00,0.626,0.573,5,-10.663,1,0.117,0.959,0.798,0.243,0.0679,104.973,audio_features,278zobyI14d3iaE39jGfHM,spotify:track:278zobyI14d3iaE39jGfHM,https://api.spotify.com/v1/tracks/278zobyI14d3iaE39jGfHM,https://api.spotify.com/v1/audio-analysis/278zobyI14d3iaE39jGfHM,68571,3
15,Changing Times,2019-07-01 02:36,jrd.,Changing Times,156005,2019-07-01 02:36:00,0.0815,0.362,0,-13.173,1,0.0443,0.904,0.989,0.0626,0.0357,70.858,audio_features,0XphXsw5sjbUNBNBYWXxp9,spotify:track:0XphXsw5sjbUNBNBYWXxp9,https://api.spotify.com/v1/tracks/0XphXsw5sjbUNBNBYWXxp9,https://api.spotify.com/v1/audio-analysis/0XphXsw5sjbUNBNBYWXxp9,372000,3
16,Idle of Mud,2019-07-01 02:37,Hollow Sol,Idle of Mud,75141,2019-07-01 02:37:00,0.691,0.413,8,-6.618,1,0.0884,0.943,0.969,0.101,0.915,82.073,audio_features,0UO9de8BcAh1XvNkUBg7O1,spotify:track:0UO9de8BcAh1XvNkUBg7O1,https://api.spotify.com/v1/tracks/0UO9de8BcAh1XvNkUBg7O1,https://api.spotify.com/v1/audio-analysis/0UO9de8BcAh1XvNkUBg7O1,75141,3
17,Pyra,2019-07-01 02:40,Monma,Pyra,172000,2019-07-01 02:40:00,0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,4QhWbupniDd44EDtnh2bFJ,spotify:track:4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/tracks/4QhWbupniDd44EDtnh2bFJ,https://api.spotify.com/v1/audio-analysis/4QhWbupniDd44EDtnh2bFJ,592920,4
18,ayo,2019-07-01 02:41,junyii.,ayo,88750,2019-07-01 02:41:00,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,audio_features,0k6DnZMLoEUH8NGD5zh2SE,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227,4
19,Couch Day,2019-07-01 02:44,HM Surf,Couch Day,152750,2019-07-01 02:44:00,0.867,0.0866,9,-21.667,1,0.0974,0.357,0.44,0.1,0.493,132.002,audio_features,4KXQ8urNvqvr0owWsp1u5e,spotify:track:4KXQ8urNvqvr0owWsp1u5e,https://api.spotify.com/v1/tracks/4KXQ8urNvqvr0owWsp1u5e,https://api.spotify.com/v1/audio-analysis/4KXQ8urNvqvr0owWsp1u5e,152750,4
20,"Moonshine, Pt. 2",2019-07-01 02:46,Philanthrope,"Moonshine, Pt. 2",114147,2019-07-01 02:46:00,0.662,0.15,3,-7.059,0,0.0424,0.768,0.903,0.0927,0.609,86.016,audio_features,02q9hg1ZduRP1UNwDuZ4jU,spotify:track:02q9hg1ZduRP1UNwDuZ4jU,https://api.spotify.com/v1/tracks/02q9hg1ZduRP1UNwDuZ4jU,https://api.spotify.com/v1/audio-analysis/02q9hg1ZduRP1UNwDuZ4jU,114148,4
21,Quiet,2019-07-01 02:48,Jinsang,Quiet,133134,2019-07-01 02:48:00,0.166,0.00133,0,-23.291,0,0.215,0.125,0.846,0.233,0.0218,119.669,audio_features,2dz9Mx1pZKF2OLAPCr3AcC,spotify:track:2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/tracks/2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/audio-analysis/2dz9Mx1pZKF2OLAPCr3AcC,120083,4
22,inter,2019-07-01 02:49,eli filosov [ p h i l o ],inter,75789,2019-07-01 02:49:00,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,audio_features,6qLEOZvf5gI7kWE63JE7p3,spotify:track:6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/tracks/6qLEOZvf5gI7kWE63JE7p3,https://api.spotify.com/v1/audio-analysis/6qLEOZvf5gI7kWE63JE7p3,194853,4
23,A Letter in Summer,2019-07-01 02:51,Kasper Lindmark,A Letter in Summer,102000,2019-07-01 02:51:00,0.632,0.206,8,-17.017,1,0.0359,0.966,0.924,0.115,0.11,79.984,audio_features,3bnipnF44NAC3s9CDzb6pJ,spotify:track:3bnipnF44NAC3s9CDzb6pJ,https://api.spotify.com/v1/tracks/3bnipnF44NAC3s9CDzb6pJ,https://api.spotify.com/v1/audio-analysis/3bnipnF44NAC3s9CDzb6pJ,102000,4
24,smoke,2019-07-01 02:53,Milkz,smoke,102000,2019-07-01 02:53:00,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,audio_features,2uZhNjlUQ9mnt0rS7hcAgF,spotify:track:2uZhNjlUQ9mnt0rS7hcAgF,https://api.spotify.com/v1/tracks/2uZhNjlUQ9mnt0rS7hcAgF,https://api.spotify.com/v1/audio-analysis/2uZhNjlUQ9mnt0rS7hcAgF,191333,4
25,Hopeless,2019-07-01 02:55,weird inside,Hopeless,140695,2019-07-01 02:55:00,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,audio_features,7IBSffWIu7P2MC7kMwy2FM,spotify:track:7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/tracks/7IBSffWIu7P2MC7kMwy2FM,https://api.spotify.com/v1/audio-analysis/7IBSffWIu7P2MC7kMwy2FM,226743,4
26,kthxbye,2019-07-01 02:57,Saiko,kthxbye,128000,2019-07-01 02:57:00,0.694,0.235,7,-14.322,1,0.0473,0.728,0.843,0.15,0.344,71.974,audio_features,1wXnhYkkAIfdOECYiep2BN,spotify:track:1wXnhYkkAIfdOECYiep2BN,https://api.spotify.com/v1/tracks/1wXnhYkkAIfdOECYiep2BN,https://api.spotify.com/v1/audio-analysis/1wXnhYkkAIfdOECYiep2BN,66667,4
27,inner peace,2019-07-01 02:59,Milkz,inner peace,114626,2019-07-01 02:59:00,0.428,0.011,3,-32.042,1,0.047,0.994,0.84,0.108,0.0977,119.955,audio_features,0pPoqOUNEIYkxJupkj25vW,spotify:track:0pPoqOUNEIYkxJupkj25vW,https://api.spotify.com/v1/tracks/0pPoqOUNEIYkxJupkj25vW,https://api.spotify.com/v1/audio-analysis/0pPoqOUNEIYkxJupkj25vW,190555,4
28,lavender,2019-07-01 03:01,Two Sleepy,lavender,100000,2019-07-01 03:01:00,0.684,0.512,11,-7.232,0,0.0401,0.401,0.0,0.1,0.354,127.908,audio_features,57nReJa69S1lEJGYHLCKlx,spotify:track:57nReJa69S1lEJGYHLCKlx,https://api.spotify.com/v1/tracks/57nReJa69S1lEJGYHLCKlx,https://api.spotify.com/v1/audio-analysis/57nReJa69S1lEJGYHLCKlx,228966,4
29,ikigai,2019-07-01 03:54,Idealism,ikigai,149610,2019-07-01 03:54:00,0.381,0.392,8,-17.141,1,0.0587,0.755,0.856,0.14,0.294,67.398,audio_features,6o7phyVV9ywtZ48SUd9BbI,spotify:track:6o7phyVV9ywtZ48SUd9BbI,https://api.spotify.com/v1/tracks/6o7phyVV9ywtZ48SUd9BbI,https://api.spotify.com/v1/audio-analysis/6o7phyVV9ywtZ48SUd9BbI,149610,4
30,Need a Girl Like Shego...,2019-07-01 03:57,athena,Need a Girl Like Shego...,164974,2019-07-01 03:57:00,0.746,0.516,7,-8.29,0,0.037,0.00174,0.861,0.129,0.518,84.989,audio_features,3CnOkSEtJzVAO15UoDmYjJ,spotify:track:3CnOkSEtJzVAO15UoDmYjJ,https://api.spotify.com/v1/tracks/3CnOkSEtJzVAO15UoDmYjJ,https://api.spotify.com/v1/audio-analysis/3CnOkSEtJzVAO15UoDmYjJ,164993,4
31,Clockwork,2019-07-01 03:59,Philanthrope,Clockwork,138000,2019-07-01 03:59:00,0.593,0.629,0,-4.85,1,0.0285,0.0423,0.0,0.143,0.444,171.997,audio_features,2ieTFoBjqGVw8SfT4OSwVJ,spotify:track:2ieTFoBjqGVw8SfT4OSwVJ,https://api.spotify.com/v1/tracks/2ieTFoBjqGVw8SfT4OSwVJ,https://api.spotify.com/v1/audio-analysis/2ieTFoBjqGVw8SfT4OSwVJ,189440,4
32,Lights,2019-07-01 04:00,Joe Corfield,Lights,41625,2019-07-01 04:00:00,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,172213,4
33,Elevated,2019-07-01 04:03,SwuM,Elevated,195555,2019-07-01 04:03:00,0.215,0.147,4,-18.9,1,0.0375,0.975,0.912,0.0942,0.0387,75.484,audio_features,7zWjcC7jNhFtqckFMkiNux,spotify:track:7zWjcC7jNhFtqckFMkiNux,https://api.spotify.com/v1/tracks/7zWjcC7jNhFtqckFMkiNux,https://api.spotify.com/v1/audio-analysis/7zWjcC7jNhFtqckFMkiNux,213713,3
34,raindrops,2019-07-01 04:06,Kazam,raindrops,180000,2019-07-01 04:06:00,0.336,0.231,1,-6.217,1,0.0497,0.942,0.0,0.188,0.429,168.685,audio_features,0v2LUO8oTHnkjQ8MmKuXyk,spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/tracks/0v2LUO8oTHnkjQ8MmKuXyk,https://api.spotify.com/v1/audio-analysis/0v2LUO8oTHnkjQ8MmKuXyk,37640,5
35,Glance,2019-07-01 04:09,Slipfunc,Glance,153944,2019-07-01 04:09:00,0.71,0.284,1,-10.298,1,0.0547,0.774,0.837,0.0992,0.695,147.923,audio_features,7z0Zst82jjZSL8rgEPWG9n,spotify:track:7z0Zst82jjZSL8rgEPWG9n,https://api.spotify.com/v1/tracks/7z0Zst82jjZSL8rgEPWG9n,https://api.spotify.com/v1/audio-analysis/7z0Zst82jjZSL8rgEPWG9n,153944,4
36,Stratosphere,2019-07-01 04:11,Ambulo,Stratosphere,128354,2019-07-01 04:11:00,0.44,0.636,0,-6.051,1,0.0298,0.171,0.000143,0.127,0.0949,127.869,audio_features,3pA1FuKpnzDuEvv2Wu5jRm,spotify:track:3pA1FuKpnzDuEvv2Wu5jRm,https://api.spotify.com/v1/tracks/3pA1FuKpnzDuEvv2Wu5jRm,https://api.spotify.com/v1/audio-analysis/3pA1FuKpnzDuEvv2Wu5jRm,237201,4
37,Stardust,2019-07-01 04:12,Flavors,Stardust,102857,2019-07-01 04:12:00,0.84,0.254,11,-16.975,0,0.405,0.306,0.000716,0.0991,0.136,119.936,audio_features,13efPu5TlBN9X9oOo9ItBv,spotify:track:13efPu5TlBN9X9oOo9ItBv,https://api.spotify.com/v1/tracks/13efPu5TlBN9X9oOo9ItBv,https://api.spotify.com/v1/audio-analysis/13efPu5TlBN9X9oOo9ItBv,175845,4
38,Häwelmann,2019-07-01 04:14,Flughand,Häwelmann,102398,2019-07-01 04:14:00,0.831,0.217,5,-11.776,0,0.0634,0.854,0.486,0.111,0.599,82.01,audio_features,3KCDFiYbwj4BiVnuekm6M4,spotify:track:3KCDFiYbwj4BiVnuekm6M4,https://api.spotify.com/v1/tracks/3KCDFiYbwj4BiVnuekm6M4,https://api.spotify.com/v1/audio-analysis/3KCDFiYbwj4BiVnuekm6M4,102398,4
39,Barely Awake,2019-07-01 04:16,Kupla,Barely Awake,103735,2019-07-01 04:16:00,0.454,0.177,9,-12.302,0,0.0691,0.897,0.878,0.0963,0.214,138.682,audio_features,2BQ8FCziBOuq9oxOGTAcUh,spotify:track:2BQ8FCziBOuq9oxOGTAcUh,https://api.spotify.com/v1/tracks/2BQ8FCziBOuq9oxOGTAcUh,https://api.spotify.com/v1/audio-analysis/2BQ8FCziBOuq9oxOGTAcUh,103736,1
40,No Sleep,2019-07-01 04:18,Sensi Sye,No Sleep,128078,2019-07-01 04:18:00,0.653,0.711,9,-6.454,1,0.0623,0.109,0.0,0.443,0.769,160.048,audio_features,2kzRSiyignH8yzPTrWvyPo,spotify:track:2kzRSiyignH8yzPTrWvyPo,https://api.spotify.com/v1/tracks/2kzRSiyignH8yzPTrWvyPo,https://api.spotify.com/v1/audio-analysis/2kzRSiyignH8yzPTrWvyPo,191320,4
41,The Woman Who Was Heartbroken,2019-07-01 04:21,Ouska,The Woman Who Was Heartbroken,154601,2019-07-01 04:21:00,0.704,0.443,6,-8.739,0,0.0377,0.919,0.93,0.102,0.227,81.564,audio_features,1J0HLLVCzDL2bTxQi4qUGI,spotify:track:1J0HLLVCzDL2bTxQi4qUGI,https://api.spotify.com/v1/tracks/1J0HLLVCzDL2bTxQi4qUGI,https://api.spotify.com/v1/audio-analysis/1J0HLLVCzDL2bTxQi4qUGI,154601,4
42,hiking,2019-07-01 04:22,Milkz,hiking,108169,2019-07-01 04:22:00,0.547,0.197,10,-12.867,0,0.19,0.905,0.00364,0.0978,0.513,142.207,audio_features,4uYNQChg2Tw8O977YSo3wd,spotify:track:4uYNQChg2Tw8O977YSo3wd,https://api.spotify.com/v1/tracks/4uYNQChg2Tw8O977YSo3wd,https://api.spotify.com/v1/audio-analysis/4uYNQChg2Tw8O977YSo3wd,108169,4
43,Sid's Lesson,2019-07-01 04:24,HM Surf,Sid's Lesson,97045,2019-07-01 04:24:00,0.749,0.186,11,-12.214,1,0.205,0.283,0.824,0.104,0.22,66.008,audio_features,6DQn5m3JRbJZfOfMI9EzZU,spotify:track:6DQn5m3JRbJZfOfMI9EzZU,https://api.spotify.com/v1/tracks/6DQn5m3JRbJZfOfMI9EzZU,https://api.spotify.com/v1/audio-analysis/6DQn5m3JRbJZfOfMI9EzZU,97045,4
44,Träumend,2019-07-01 04:25,mt. fujitive,Träumend,72250,2019-07-01 04:25:00,0.704,0.138,1,-14.713,1,0.0531,0.902,0.938,0.107,0.821,80.936,audio_features,60s0PCendJRDZnHvgSUIF1,spotify:track:60s0PCendJRDZnHvgSUIF1,https://api.spotify.com/v1/tracks/60s0PCendJRDZnHvgSUIF1,https://api.spotify.com/v1/audio-analysis/60s0PCendJRDZnHvgSUIF1,72250,4
45,2020,2019-07-01 04:29,Idealism,2020,202105,2019-07-01 04:29:00,0.963,0.351,1,-9.895,1,0.177,0.0375,0.0238,0.103,0.163,129.943,audio_features,4v5bSkMbhQ1p2b9TlOMjkM,spotify:track:4v5bSkMbhQ1p2b9TlOMjkM,https://api.spotify.com/v1/tracks/4v5bSkMbhQ1p2b9TlOMjkM,https://api.spotify.com/v1/audio-analysis/4v5bSkMbhQ1p2b9TlOMjkM,201613,4
46,Polyplex,2019-07-01 04:32,Philanthrope,Polyplex,176227,2019-07-01 04:32:00,0.637,0.409,11,-7.397,1,0.0348,0.00137,0.925,0.143,0.465,88.002,audio_features,7xs8feeZGk3HIUd9jRf7qU,spotify:track:7xs8feeZGk3HIUd9jRf7qU,https://api.spotify.com/v1/tracks/7xs8feeZGk3HIUd9jRf7qU,https://api.spotify.com/v1/audio-analysis/7xs8feeZGk3HIUd9jRf7qU,176227,4
47,Intro,2019-07-01 04:33,Barnes Blvd.,Intro,85344,2019-07-01 04:33:00,0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,100.024,audio_features,77KMttn3Lic7ZQKDlPqp8v,spotify:track:77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/tracks/77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/audio-analysis/77KMttn3Lic7ZQKDlPqp8v,172800,4
48,Wrong,2019-07-01 04:36,j^p^n,Wrong,184199,2019-07-01 04:36:00,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,audio_features,5UKYX8eywMafGPVzBlxsed,spotify:track:5UKYX8eywMafGPVzBlxsed,https://api.spotify.com/v1/tracks/5UKYX8eywMafGPVzBlxsed,https://api.spotify.com/v1/audio-analysis/5UKYX8eywMafGPVzBlxsed,130876,4
49,My Land,2019-07-01 04:38,Sonata Arctica,My Land,3573,2019-07-01 04:38:00,0.143,0.366,1,-15.797,1,0.038,0.879,0.907,0.327,0.0821,94.361,audio_features,5uGDfrUQNaP69nFm5GxuTp,spotify:track:5uGDfrUQNaP69nFm5GxuTp,https://api.spotify.com/v1/tracks/5uGDfrUQNaP69nFm5GxuTp,https://api.spotify.com/v1/audio-analysis/5uGDfrUQNaP69nFm5GxuTp,275174,1
50,Rose Quartz,2019-07-01 04:38,StackOne,Rose Quartz,95848,2019-07-01 04:38:00,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,audio_features,6b7z3keZ5gDJ2zBnyrke9P,spotify:track:6b7z3keZ5gDJ2zBnyrke9P,https://api.spotify.com/v1/tracks/6b7z3keZ5gDJ2zBnyrke9P,https://api.spotify.com/v1/audio-analysis/6b7z3keZ5gDJ2zBnyrke9P,253108,4
51,The Last Of The Real Ones,2019-07-01 04:39,Fall Out Boy,The Last Of The Real Ones,1088,2019-07-01 04:39:00,0.576,0.872,8,-5.293,1,0.0471,0.00599,0.0,0.188,0.559,115.042,audio_features,6e13443Ve7RGcAUScTgYtl,spotify:track:6e13443Ve7RGcAUScTgYtl,https://api.spotify.com/v1/tracks/6e13443Ve7RGcAUScTgYtl,https://api.spotify.com/v1/audio-analysis/6e13443Ve7RGcAUScTgYtl,230400,4
52,アウフヘーベン,2019-07-01 04:39,Mrs. GREEN APPLE,アウフヘーベン,6037,2019-07-01 04:39:00,0.457,0.934,11,-2.795,1,0.0743,0.00544,1.34e-06,0.148,0.514,82.484,audio_features,3NRWNmJG4AiHeFjPjNLOc0,spotify:track:3NRWNmJG4AiHeFjPjNLOc0,https://api.spotify.com/v1/tracks/3NRWNmJG4AiHeFjPjNLOc0,https://api.spotify.com/v1/audio-analysis/3NRWNmJG4AiHeFjPjNLOc0,255000,4
53,In Between,2019-07-01 04:39,Beartooth,In Between,8640,2019-07-01 04:39:00,0.592,0.928,11,-5.402,1,0.0558,0.0166,1.5e-05,0.123,0.393,121.996,audio_features,2IuazAsyvbb3fFZb0Uvsmk,spotify:track:2IuazAsyvbb3fFZb0Uvsmk,https://api.spotify.com/v1/tracks/2IuazAsyvbb3fFZb0Uvsmk,https://api.spotify.com/v1/audio-analysis/2IuazAsyvbb3fFZb0Uvsmk,221600,4
54,Jenny,2019-07-01 04:39,WALK THE MOON,Jenny,42047,2019-07-01 04:39:00,0.844,0.754,6,-5.46,1,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,audio_features,4ZOyH6KjomjlqCz3oFqglr,spotify:track:4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/tracks/4ZOyH6KjomjlqCz3oFqglr,https://api.spotify.com/v1/audio-analysis/4ZOyH6KjomjlqCz3oFqglr,187840,4
55,バイバイ YESTERDAY,2019-07-01 04:39,3年E組うた担(渚&茅野&業&磯貝&前原),バイバイ YESTERDAY,3637,2019-07-01 04:39:00,0.591,0.945,0,-2.483,1,0.0675,0.0389,0.0,0.214,0.96,180.048,audio_features,66lF1QWtLZXJofJ3x388RV,spotify:track:66lF1QWtLZXJofJ3x388RV,https://api.spotify.com/v1/tracks/66lF1QWtLZXJofJ3x388RV,https://api.spotify.com/v1/audio-analysis/66lF1QWtLZXJofJ3x388RV,248800,4
56,Immigrant Song - 2012 Remaster,2019-07-01 04:39,Led Zeppelin,Immigrant Song - 2012 Remaster,4085,2019-07-01 04:39:00,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4
57,A Cruel Angel's Thesis (From Neon Genesis Evangelion),2019-07-01 04:39,PelleK,A Cruel Angel's Thesis (From Neon Genesis Evangelion),2143,2019-07-01 04:39:00,0.421,0.985,5,-1.564,0,0.0685,0.00502,0.000421,0.135,0.21,128.161,audio_features,1GBM5q83FZ7EgZnC1PwRs8,spotify:track:1GBM5q83FZ7EgZnC1PwRs8,https://api.spotify.com/v1/tracks/1GBM5q83FZ7EgZnC1PwRs8,https://api.spotify.com/v1/audio-analysis/1GBM5q83FZ7EgZnC1PwRs8,242430,4
58,Odd Future,2019-07-01 04:39,Caleb Hyles,Odd Future,1717,2019-07-01 04:39:00,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,audio_features,0yy8QwH9OOgeF3CBeUDguR,spotify:track:0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/tracks/0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/audio-analysis/0yy8QwH9OOgeF3CBeUDguR,225907,4
