,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
8921,GONG,2019-10-11 15:19,WANIMA,GONG,27280,2019-10-11 15:19:00,0.653,0.279,8,-13.593,0,0.0661,0.476,0.932,0.106,0.916,170.276,audio_features,2U6s0K0J5tEXtNHsO2xOt8,spotify:track:2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/tracks/2U6s0K0J5tEXtNHsO2xOt8,https://api.spotify.com/v1/audio-analysis/2U6s0K0J5tEXtNHsO2xOt8,91765,4
8922,インフェルノ,2019-10-11 15:19,Mrs. GREEN APPLE,インフェルノ,115940,2019-10-11 15:19:00,0.529,0.931,4,-1.538,1,0.0581,0.00955,0.0,0.465,0.695,92.466,audio_features,64yajM6CxtLghmgB53VeXT,spotify:track:64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/tracks/64yajM6CxtLghmgB53VeXT,https://api.spotify.com/v1/audio-analysis/64yajM6CxtLghmgB53VeXT,212547,4
8923,Silhouette,2019-10-11 15:23,KANA-BOON,Silhouette,240133,2019-10-11 15:23:00,0.436,0.934,2,-2.685,1,0.0507,1.05e-05,0.136,0.321,0.383,91.488,audio_features,21z1GxeHjfD3qkaF5CgCTO,spotify:track:21z1GxeHjfD3qkaF5CgCTO,https://api.spotify.com/v1/tracks/21z1GxeHjfD3qkaF5CgCTO,https://api.spotify.com/v1/audio-analysis/21z1GxeHjfD3qkaF5CgCTO,240133,4
8924,Shunkan Sentimental,2019-10-11 15:24,SCANDAL,Shunkan Sentimental,89756,2019-10-11 15:24:00,0.43,0.928,9,-1.092,1,0.121,0.0256,0.0,0.554,0.638,167.812,audio_features,53PJqUlPuzywePHDS7dm11,spotify:track:53PJqUlPuzywePHDS7dm11,https://api.spotify.com/v1/tracks/53PJqUlPuzywePHDS7dm11,https://api.spotify.com/v1/audio-analysis/53PJqUlPuzywePHDS7dm11,224200,4
8925,Golden Time,2019-10-11 15:27,Fujifabric,Golden Time,162821,2019-10-11 15:27:00,0.389,0.866,1,-3.538,0,0.052,0.00111,0.00012,0.157,0.804,179.778,audio_features,7ICTkqTD0ruAm9qApQosJh,spotify:track:7ICTkqTD0ruAm9qApQosJh,https://api.spotify.com/v1/tracks/7ICTkqTD0ruAm9qApQosJh,https://api.spotify.com/v1/audio-analysis/7ICTkqTD0ruAm9qApQosJh,189320,4
8926,After Dark,2019-10-11 15:30,ASIAN KUNG-FU GENERATION,After Dark,176928,2019-10-11 15:30:00,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
8927,FLY HIGH!!,2019-10-11 15:32,BURNOUT SYNDROMES,FLY HIGH!!,1200,2019-10-11 15:32:00,0.468,0.961,11,-1.434,1,0.0727,0.0133,0.0,0.331,0.354,94.646,audio_features,1y3Ml1b1c4v3ZdpbWLKD1F,spotify:track:1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/tracks/1y3Ml1b1c4v3ZdpbWLKD1F,https://api.spotify.com/v1/audio-analysis/1y3Ml1b1c4v3ZdpbWLKD1F,244493,4
8928,Peace Sign,2019-10-11 15:32,Kenshi Yonezu,Peace Sign,82980,2019-10-11 15:32:00,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4
8929,Shoujyo S,2019-10-11 15:35,SCANDAL,Shoujyo S,191440,2019-10-11 15:35:00,0.553,0.906,8,-1.909,0,0.0418,0.00526,5.78e-06,0.123,0.813,135.906,audio_features,6TVCtahFY64cE2roIDyA7H,spotify:track:6TVCtahFY64cE2roIDyA7H,https://api.spotify.com/v1/tracks/6TVCtahFY64cE2roIDyA7H,https://api.spotify.com/v1/audio-analysis/6TVCtahFY64cE2roIDyA7H,191440,4
8930,Get Along (Slayers),2019-10-11 15:43,Animelmack,Get Along (Slayers),191970,2019-10-11 15:43:00,0.416,0.948,1,-3.514,0,0.0935,0.139,0.0,0.0783,0.575,151.135,audio_features,3HJee4giHGD9b0ZRlVwYir,spotify:track:3HJee4giHGD9b0ZRlVwYir,https://api.spotify.com/v1/tracks/3HJee4giHGD9b0ZRlVwYir,https://api.spotify.com/v1/audio-analysis/3HJee4giHGD9b0ZRlVwYir,251284,4
8931,99,2019-10-11 15:48,NateWantsToBattle,99,232421,2019-10-11 15:48:00,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361,audio_features,4ZhPLoMzZwewHLLjV1J15c,spotify:track:4ZhPLoMzZwewHLLjV1J15c,https://api.spotify.com/v1/tracks/4ZhPLoMzZwewHLLjV1J15c,https://api.spotify.com/v1/audio-analysis/4ZhPLoMzZwewHLLjV1J15c,232467,4
8932,Shinzou Wo Sasageyo (Attack on Titan),2019-10-11 15:50,NateWantsToBattle,Shinzou Wo Sasageyo (Attack on Titan),90375,2019-10-11 15:50:00,0.443,0.911,9,-4.208,0,0.0851,0.0124,0.0,0.278,0.68,160.152,audio_features,642Zd1NC6fLzbLhjQ8ykcZ,spotify:track:642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/tracks/642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/audio-analysis/642Zd1NC6fLzbLhjQ8ykcZ,90375,4
8933,Odd Future,2019-10-11 15:51,NateWantsToBattle,Odd Future,90000,2019-10-11 15:51:00,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,audio_features,0yy8QwH9OOgeF3CBeUDguR,spotify:track:0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/tracks/0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/audio-analysis/0yy8QwH9OOgeF3CBeUDguR,225907,4
8934,Inferno,2019-10-11 17:58,NateWantsToBattle,Inferno,780,2019-10-11 17:58:00,0.64,0.697,1,-6.712,0,0.0961,0.0159,0.0,0.118,0.851,92.439,audio_features,4IeNq3H7ZI3SLX7QP6VNxA,spotify:track:4IeNq3H7ZI3SLX7QP6VNxA,https://api.spotify.com/v1/tracks/4IeNq3H7ZI3SLX7QP6VNxA,https://api.spotify.com/v1/audio-analysis/4IeNq3H7ZI3SLX7QP6VNxA,90162,4
8935,Make My Story,2019-10-11 17:58,NateWantsToBattle,Make My Story,32933,2019-10-11 17:58:00,0.531,0.942,8,-3.835,1,0.0555,0.00179,0.0,0.398,0.823,132.029,audio_features,3c39MOrdL5EOaDqWbC1Hfu,spotify:track:3c39MOrdL5EOaDqWbC1Hfu,https://api.spotify.com/v1/tracks/3c39MOrdL5EOaDqWbC1Hfu,https://api.spotify.com/v1/audio-analysis/3c39MOrdL5EOaDqWbC1Hfu,267587,4
8936,Escape from the City,2019-10-11 17:58,NateWantsToBattle,Escape from the City,740,2019-10-11 17:58:00,0.573,0.956,6,-4.629,0,0.08,9.3e-06,0.0,0.13,0.754,129.956,audio_features,5CZNuQZszsDSa0VX7kpFsV,spotify:track:5CZNuQZszsDSa0VX7kpFsV,https://api.spotify.com/v1/tracks/5CZNuQZszsDSa0VX7kpFsV,https://api.spotify.com/v1/audio-analysis/5CZNuQZszsDSa0VX7kpFsV,139920,4
8937,99.9,2019-10-11 17:58,NateWantsToBattle,99.9,1750,2019-10-11 17:58:00,0.489,0.94,10,-2.632,0,0.209,0.00415,0.000201,0.15,0.681,167.99,audio_features,4cHqWNDNrgCu6PbUZcgUxP,spotify:track:4cHqWNDNrgCu6PbUZcgUxP,https://api.spotify.com/v1/tracks/4cHqWNDNrgCu6PbUZcgUxP,https://api.spotify.com/v1/audio-analysis/4cHqWNDNrgCu6PbUZcgUxP,188707,4
8938,Flyers,2019-10-11 17:58,NateWantsToBattle,Flyers,760,2019-10-11 17:58:00,0.45,0.857,6,-2.35,1,0.0398,0.0167,0.0,0.202,0.755,139.064,audio_features,6VBQ4DF4fwPJNA96RbMQWT,spotify:track:6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/tracks/6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/audio-analysis/6VBQ4DF4fwPJNA96RbMQWT,210084,4
8939,Peace Sign,2019-10-11 17:58,NateWantsToBattle,Peace Sign,710,2019-10-11 17:58:00,0.593,0.935,10,-3.853,0,0.0684,0.00221,0.0,0.315,0.618,100.003,audio_features,5aHfGUxRec6c41luxkDqhX,spotify:track:5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/tracks/5aHfGUxRec6c41luxkDqhX,https://api.spotify.com/v1/audio-analysis/5aHfGUxRec6c41luxkDqhX,238533,4
8940,Escape from the City,2019-10-11 18:00,NateWantsToBattle,Escape from the City,139384,2019-10-11 18:00:00,0.573,0.956,6,-4.629,0,0.08,9.3e-06,0.0,0.13,0.754,129.956,audio_features,5CZNuQZszsDSa0VX7kpFsV,spotify:track:5CZNuQZszsDSa0VX7kpFsV,https://api.spotify.com/v1/tracks/5CZNuQZszsDSa0VX7kpFsV,https://api.spotify.com/v1/audio-analysis/5CZNuQZszsDSa0VX7kpFsV,139920,4
8941,Flyers,2019-10-11 18:01,NateWantsToBattle,Flyers,82230,2019-10-11 18:01:00,0.45,0.857,6,-2.35,1,0.0398,0.0167,0.0,0.202,0.755,139.064,audio_features,6VBQ4DF4fwPJNA96RbMQWT,spotify:track:6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/tracks/6VBQ4DF4fwPJNA96RbMQWT,https://api.spotify.com/v1/audio-analysis/6VBQ4DF4fwPJNA96RbMQWT,210084,4
8942,"Great Escape (From ""Attack on Titan"")",2019-10-11 18:03,NateWantsToBattle,"Great Escape (From ""Attack on Titan"")",86622,2019-10-11 18:03:00,0.386,0.977,11,-5.747,0,0.0768,0.00152,0.0,0.527,0.636,184.376,audio_features,1Bs6bdhAkZIj7QisCckjrN,spotify:track:1Bs6bdhAkZIj7QisCckjrN,https://api.spotify.com/v1/tracks/1Bs6bdhAkZIj7QisCckjrN,https://api.spotify.com/v1/audio-analysis/1Bs6bdhAkZIj7QisCckjrN,86622,4
8943,Odd future,2019-10-11 21:12,UVERworld,Odd future,225906,2019-10-11 21:12:00,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,audio_features,0yy8QwH9OOgeF3CBeUDguR,spotify:track:0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/tracks/0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/audio-analysis/0yy8QwH9OOgeF3CBeUDguR,225907,4
8944,OVER THE TOP,2019-10-11 21:15,Hiroshi Kitadani,OVER THE TOP,159795,2019-10-11 21:15:00,0.566,0.972,8,-2.705,1,0.128,0.36,0.0,0.275,0.453,105.976,audio_features,3TSe07q4ZTuJFrw6S4K8ij,spotify:track:3TSe07q4ZTuJFrw6S4K8ij,https://api.spotify.com/v1/tracks/3TSe07q4ZTuJFrw6S4K8ij,https://api.spotify.com/v1/audio-analysis/3TSe07q4ZTuJFrw6S4K8ij,301707,4
8945,The Hero!,2019-10-11 21:15,NateWantsToBattle,The Hero!,1280,2019-10-11 21:15:00,0.467,0.967,2,-3.533,1,0.116,4.68e-05,0.0,0.195,0.177,130.172,audio_features,4YycgLIc3P6oQRY5NiOybl,spotify:track:4YycgLIc3P6oQRY5NiOybl,https://api.spotify.com/v1/tracks/4YycgLIc3P6oQRY5NiOybl,https://api.spotify.com/v1/audio-analysis/4YycgLIc3P6oQRY5NiOybl,229742,4
8946,Junto al Amanecer (Salsa Version),2019-10-12 04:32,J Alvarez,Junto al Amanecer (Salsa Version),4421,2019-10-12 04:32:00,0.638,0.718,6,-5.959,0,0.0567,0.571,0.0,0.315,0.814,100.007,audio_features,6EbgBS91Gx0xUh1XMjT9dr,spotify:track:6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/tracks/6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/audio-analysis/6EbgBS91Gx0xUh1XMjT9dr,223600,4
8947,Vuela Muy Alto - Salsa Version,2019-10-12 04:33,Jerry Rivera,Vuela Muy Alto - Salsa Version,630,2019-10-12 04:33:00,0.834,0.634,5,-6.129,0,0.0772,0.509,3.34e-06,0.273,0.856,95.027,audio_features,0pDuhGukGV33rAc3DEn10j,spotify:track:0pDuhGukGV33rAc3DEn10j,https://api.spotify.com/v1/tracks/0pDuhGukGV33rAc3DEn10j,https://api.spotify.com/v1/audio-analysis/0pDuhGukGV33rAc3DEn10j,281053,4
8948,Esa Boquita - Salsa Version,2019-10-12 04:33,J Alvarez,Esa Boquita - Salsa Version,8290,2019-10-12 04:33:00,0.726,0.765,4,-9.832,0,0.162,0.275,0.0,0.163,0.704,180.066,audio_features,7yVCDbAlFNThbZ1ZiiLhhy,spotify:track:7yVCDbAlFNThbZ1ZiiLhhy,https://api.spotify.com/v1/tracks/7yVCDbAlFNThbZ1ZiiLhhy,https://api.spotify.com/v1/audio-analysis/7yVCDbAlFNThbZ1ZiiLhhy,224000,4
8949,No Me Ames,2019-10-12 04:33,Salsa band,No Me Ames,590,2019-10-12 04:33:00,0.562,0.742,0,-6.461,1,0.0422,0.659,0.0,0.107,0.71,165.83,audio_features,2gcnNWEv9x0g6FhEeWtYuV,spotify:track:2gcnNWEv9x0g6FhEeWtYuV,https://api.spotify.com/v1/tracks/2gcnNWEv9x0g6FhEeWtYuV,https://api.spotify.com/v1/audio-analysis/2gcnNWEv9x0g6FhEeWtYuV,303573,4
8950,Y Tu Te Vas - Salsa Version,2019-10-12 04:33,Merengues Dorados,Y Tu Te Vas - Salsa Version,3240,2019-10-12 04:33:00,0.724,0.749,1,-6.957,0,0.0404,0.728,0.0,0.12,0.671,91.992,audio_features,4VQwZA0KTQQFBI8L9AqiWG,spotify:track:4VQwZA0KTQQFBI8L9AqiWG,https://api.spotify.com/v1/tracks/4VQwZA0KTQQFBI8L9AqiWG,https://api.spotify.com/v1/audio-analysis/4VQwZA0KTQQFBI8L9AqiWG,246291,4
8951,The Hero!,2019-10-12 04:33,NateWantsToBattle,The Hero!,2580,2019-10-12 04:33:00,0.467,0.967,2,-3.533,1,0.116,4.68e-05,0.0,0.195,0.177,130.172,audio_features,4YycgLIc3P6oQRY5NiOybl,spotify:track:4YycgLIc3P6oQRY5NiOybl,https://api.spotify.com/v1/tracks/4YycgLIc3P6oQRY5NiOybl,https://api.spotify.com/v1/audio-analysis/4YycgLIc3P6oQRY5NiOybl,229742,4
8952,Grip,2019-10-12 04:33,Gabriela Vega,Grip,1450,2019-10-12 04:33:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8953,Grip,2019-10-12 04:33,Gabriela Vega,Grip,20350,2019-10-12 04:33:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8954,Si Nos Dejan (Salsa Version),2019-10-12 04:33,La Pandilla de la Once,Si Nos Dejan (Salsa Version),60748,2019-10-12 04:33:00,0.756,0.574,0,-8.927,0,0.0353,0.461,0.0,0.343,0.876,88.543,audio_features,1BMDFe8uuObte235iB9L2P,spotify:track:1BMDFe8uuObte235iB9L2P,https://api.spotify.com/v1/tracks/1BMDFe8uuObte235iB9L2P,https://api.spotify.com/v1/audio-analysis/1BMDFe8uuObte235iB9L2P,279987,4
8955,Shoukei to Shikabane no Michi,2019-10-12 04:33,Linked Horizon,Shoukei to Shikabane no Michi,980,2019-10-12 04:33:00,0.408,0.943,0,-4.579,0,0.0913,0.226,0.0,0.352,0.807,178.076,audio_features,0q8WLWTRdN7XcNCoZIxCu9,spotify:track:0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/tracks/0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/audio-analysis/0q8WLWTRdN7XcNCoZIxCu9,90090,4
8956,Amiga Mía,2019-10-12 04:33,Michel el Buenón,Amiga Mía,840,2019-10-12 04:33:00,0.629,0.703,2,-4.875,1,0.0504,0.519,0.0,0.11,0.402,144.016,audio_features,6kQYMqjobmB8MkWwa9OUyA,spotify:track:6kQYMqjobmB8MkWwa9OUyA,https://api.spotify.com/v1/tracks/6kQYMqjobmB8MkWwa9OUyA,https://api.spotify.com/v1/audio-analysis/6kQYMqjobmB8MkWwa9OUyA,290973,4
8957,Grip,2019-10-12 04:38,Gabriela Vega,Grip,286520,2019-10-12 04:38:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8958,Shoukei to Shikabane no Michi,2019-10-12 04:38,Linked Horizon,Shoukei to Shikabane no Michi,3476,2019-10-12 04:38:00,0.408,0.943,0,-4.579,0,0.0913,0.226,0.0,0.352,0.807,178.076,audio_features,0q8WLWTRdN7XcNCoZIxCu9,spotify:track:0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/tracks/0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/audio-analysis/0q8WLWTRdN7XcNCoZIxCu9,90090,4
8959,Un Beso,2019-10-12 04:53,Los 4,Un Beso,10944,2019-10-12 04:53:00,0.732,0.64,0,-9.859,1,0.0378,0.586,1.81e-05,0.104,0.715,125.015,audio_features,1SaEt8dwTuLDzenUu5BqI6,spotify:track:1SaEt8dwTuLDzenUu5BqI6,https://api.spotify.com/v1/tracks/1SaEt8dwTuLDzenUu5BqI6,https://api.spotify.com/v1/audio-analysis/1SaEt8dwTuLDzenUu5BqI6,263347,4
8960,Paseo Sideral,2019-10-12 05:03,Costera,Paseo Sideral,2186,2019-10-12 05:03:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
8961,Cuando Seas Grande,2019-10-12 05:28,Miguel Mateos - Zas,Cuando Seas Grande,5851,2019-10-12 05:28:00,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,audio_features,25NeGSHqObqSJg79oir7pB,spotify:track:25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/tracks/25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/audio-analysis/25NeGSHqObqSJg79oir7pB,265707,4
8962,Grip,2019-10-12 05:29,Gabriela Vega,Grip,118620,2019-10-12 05:29:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8963,Cuando Seas Grande,2019-10-12 05:31,Miguel Mateos - Zas,Cuando Seas Grande,128460,2019-10-12 05:31:00,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,audio_features,25NeGSHqObqSJg79oir7pB,spotify:track:25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/tracks/25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/audio-analysis/25NeGSHqObqSJg79oir7pB,265707,4
8964,Paseo Sideral,2019-10-12 05:34,Costera,Paseo Sideral,173008,2019-10-12 05:34:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
8965,Grip,2019-10-12 05:39,Gabriela Vega,Grip,286520,2019-10-12 05:39:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8966,Fight Together,2019-10-12 05:41,Dave Does Music,Fight Together,154264,2019-10-12 05:41:00,0.699,0.913,2,-4.435,1,0.0813,0.0318,2.08e-06,0.0928,0.671,129.036,audio_features,0Fa9qMXVeHIKFU5fm35fy9,spotify:track:0Fa9qMXVeHIKFU5fm35fy9,https://api.spotify.com/v1/tracks/0Fa9qMXVeHIKFU5fm35fy9,https://api.spotify.com/v1/audio-analysis/0Fa9qMXVeHIKFU5fm35fy9,257400,4
8967,Junto al Amanecer (Salsa Version),2019-10-12 05:43,J Alvarez,Junto al Amanecer (Salsa Version),91328,2019-10-12 05:43:00,0.638,0.718,6,-5.959,0,0.0567,0.571,0.0,0.315,0.814,100.007,audio_features,6EbgBS91Gx0xUh1XMjT9dr,spotify:track:6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/tracks/6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/audio-analysis/6EbgBS91Gx0xUh1XMjT9dr,223600,4
8968,Grip,2019-10-12 14:34,Gabriela Vega,Grip,670,2019-10-12 14:34:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8969,Junto al Amanecer (Salsa Version),2019-10-12 14:34,J Alvarez,Junto al Amanecer (Salsa Version),1610,2019-10-12 14:34:00,0.638,0.718,6,-5.959,0,0.0567,0.571,0.0,0.315,0.814,100.007,audio_features,6EbgBS91Gx0xUh1XMjT9dr,spotify:track:6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/tracks/6EbgBS91Gx0xUh1XMjT9dr,https://api.spotify.com/v1/audio-analysis/6EbgBS91Gx0xUh1XMjT9dr,223600,4
8970,Fight Together,2019-10-12 14:34,Dave Does Music,Fight Together,760,2019-10-12 14:34:00,0.699,0.913,2,-4.435,1,0.0813,0.0318,2.08e-06,0.0928,0.671,129.036,audio_features,0Fa9qMXVeHIKFU5fm35fy9,spotify:track:0Fa9qMXVeHIKFU5fm35fy9,https://api.spotify.com/v1/tracks/0Fa9qMXVeHIKFU5fm35fy9,https://api.spotify.com/v1/audio-analysis/0Fa9qMXVeHIKFU5fm35fy9,257400,4
8971,Cuando Seas Grande,2019-10-12 14:34,Miguel Mateos - Zas,Cuando Seas Grande,1380,2019-10-12 14:34:00,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,audio_features,25NeGSHqObqSJg79oir7pB,spotify:track:25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/tracks/25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/audio-analysis/25NeGSHqObqSJg79oir7pB,265707,4
8972,Paseo Sideral,2019-10-12 14:34,Costera,Paseo Sideral,760,2019-10-12 14:34:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
8973,Paseo Sideral,2019-10-12 14:37,Costera,Paseo Sideral,184040,2019-10-12 14:37:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
8974,Grip,2019-10-12 15:25,Gabriela Vega,Grip,9984,2019-10-12 15:25:00,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,audio_features,3gicyfiEVMGONgzygpWjNT,spotify:track:3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/tracks/3gicyfiEVMGONgzygpWjNT,https://api.spotify.com/v1/audio-analysis/3gicyfiEVMGONgzygpWjNT,198075,4
8975,Paseo Sideral,2019-10-12 15:25,Costera,Paseo Sideral,1791,2019-10-12 15:25:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
8976,Cuando Seas Grande,2019-10-12 15:29,Miguel Mateos - Zas,Cuando Seas Grande,194954,2019-10-12 15:29:00,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,audio_features,25NeGSHqObqSJg79oir7pB,spotify:track:25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/tracks/25NeGSHqObqSJg79oir7pB,https://api.spotify.com/v1/audio-analysis/25NeGSHqObqSJg79oir7pB,265707,4
8977,Paseo Sideral,2019-10-12 15:32,Costera,Paseo Sideral,201040,2019-10-12 15:32:00,0.509,0.559,10,-8.819,1,0.0282,0.255,0.00222,0.0911,0.764,155.91,audio_features,5ZdMvKygnT1RRj6Y0pnhAL,spotify:track:5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/tracks/5ZdMvKygnT1RRj6Y0pnhAL,https://api.spotify.com/v1/audio-analysis/5ZdMvKygnT1RRj6Y0pnhAL,201040,4
